visibility,weather.id,weather.main,weather.description,weather.icon,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,clouds.all
10000,804,Clouds,overcast clouds,04d,274.79,272,274.78,275.36,1018,95,1018,1003,2.57,180,100
